UNIX TIME;TIME;LAT;LONG;ALT;DIST;HR;CAD;TEMP;POWER
1179920433;2007-05-22T35:40:33Z;-5,853663;105,683640;0,0;536,7571;0;0;No Data;No Data
1179920739;2007-05-22T35:45:39Z;-5,851764;105,676195;0,0;537,6082;0;0;No Data;No Data
1179921061;2007-05-22T35:51:01Z;-5,850996;105,668146;0,0;538,5037;0;0;No Data;No Data
1179921384;2007-05-22T35:56:24Z;-5,850228;105,660096;0,0;539,3992;0;0;No Data;No Data
1179921613;2007-05-22T36:00:13Z;-5,850089;105,654336;0,0;540,0372;0;0;No Data;No Data
1179922096;2007-05-22T36:08:16Z;-5,849796;105,642240;0,0;541,3772;0;0;No Data;No Data
1179922348;2007-05-22T36:12:28Z;-5,849643;105,635903;0,0;542,0792;0;0;No Data;No Data
1179922486;2007-05-22T36:14:46Z;-5,849560;105,632446;0,0;542,4621;0;0;No Data;No Data
1179922559;2007-05-22T36:15:59Z;-5,851265;105,631828;0,0;542,6639;0;0;No Data;No Data
1179922836;2007-05-22T36:20:36Z;-5,852005;105,638727;0,0;543,4324;0;0;No Data;No Data
1179923183;2007-05-22T36:26:23Z;-5,853360;105,647340;0,0;544,3982;0;0;No Data;No Data
1179923423;2007-05-22T36:30:23Z;-5,855218;105,653058;0,0;545,0644;0;0;No Data;No Data
1179923816;2007-05-22T36:36:56Z;-5,856600;105,662822;0,0;546,1567;0;0;No Data;No Data
1179923889;2007-05-22T36:38:09Z;-5,857215;105,664535;0,0;546,3585;0;0;No Data;No Data
1179924123;2007-05-22T36:42:03Z;-5,858499;105,670267;0,0;547,0093;0;0;No Data;No Data
1179924400;2007-05-22T36:46:40Z;-5,859239;105,677164;0,0;547,7776;0;0;No Data;No Data
1179924748;2007-05-22T36:52:28Z;-5,860593;105,685775;0,0;548,7432;0;0;No Data;No Data
1179924933;2007-05-22T36:55:33Z;-5,861278;105,690368;0,0;549,2576;0;0;No Data;No Data
1179925100;2007-05-22T36:58:20Z;-5,862521;105,694372;0,0;549,7222;0;0;No Data;No Data
1179925493;2007-05-22T37:04:53Z;-5,863903;105,704134;0,0;550,8143;0;0;No Data;No Data
1179925608;2007-05-22T37:06:48Z;-5,863972;105,707014;0,0;551,1334;0;0;No Data;No Data
1179925770;2007-05-22T37:09:30Z;-5,864642;105,711031;0,0;551,5845;0;0;No Data;No Data
1179925885;2007-05-22T37:11:25Z;-5,864707;105,713912;30,801;551,9037;0;0;No Data;No Data
1179926092;2007-05-22T37:14:52Z;-5,864806;105,719100;108,407;552,4785;0;0;No Data;No Data
1179926436;2007-05-22T37:20:36Z;-5,864951;105,727732;202,547;553,4347;0;0;No Data;No Data
1179926459;2007-05-22T37:20:59Z;-5,864959;105,728306;194,967;553,4984;0;0;No Data;No Data
1179926574;2007-05-22T37:22:54Z;-5,865043;105,731179;104,354;553,8168;0;0;No Data;No Data
1179926689;2007-05-22T37:24:49Z;-5,865150;105,734058;52,871;554,1359;0;0;No Data;No Data
1179926851;2007-05-22T37:27:31Z;-5,868090;105,736866;38,517;554,5875;0;0;No Data;No Data
1179926897;2007-05-22T37:28:17Z;-5,869240;105,736840;25,374;554,7156;0;0;No Data;No Data
1179927675;2007-05-22T37:41:15Z;-5,876018;105,755121;0,0;556,8763;0;0;No Data;No Data
1179927770;2007-05-22T37:42:50Z;-5,876648;105,757411;0,0;557,1395;0;0;No Data;No Data
1179927904;2007-05-22T37:45:04Z;-5,878297;105,754490;0,0;557,5114;0;0;No Data;No Data
1179928317;2007-05-22T37:51:57Z;-5,878046;105,744124;0,017;558,6597;0;0;No Data;No Data
1179928571;2007-05-22T37:56:11Z;-5,877311;105,737802;3,526;559,3646;0;0;No Data;No Data
1179928894;2007-05-22T38:01:34Z;-5,876448;105,729752;111,322;560,2612;0;0;No Data;No Data
1179929173;2007-05-22T38:06:13Z;-5,875081;105,722891;204,871;561,036;0;0;No Data;No Data
1179929452;2007-05-22T38:10:52Z;-5,873900;105,715999;23,714;561,8104;0;0;No Data;No Data
1179929567;2007-05-22T38:12:47Z;-5,873864;105,713111;0,0;562,1302;0;0;No Data;No Data
1179929705;2007-05-22T38:15:05Z;-5,873781;105,709655;0,0;562,513;0;0;No Data;No Data
1179929865;2007-05-22T38:17:45Z;-5,873683;105,705624;0,0;562,9595;0;0;No Data;No Data
1179929982;2007-05-22T38:19:42Z;-5,876534;105,704978;0,0;563,2849;0;0;No Data;No Data
1179930128;2007-05-22T38:22:08Z;-5,877763;105,708405;0,0;563,6885;0;0;No Data;No Data
1179930290;2007-05-22T38:24:50Z;-5,878433;105,712423;0,0;564,1397;0;0;No Data;No Data
1179930405;2007-05-22T38:26:45Z;-5,878502;105,715303;0,0;564,4588;0;0;No Data;No Data
1179930520;2007-05-22T38:28:40Z;-5,878510;105,718194;10,542;564,779;0;0;No Data;No Data
1179930681;2007-05-22T38:31:21Z;-5,878506;105,722232;187,993;565,2263;0;0;No Data;No Data
1179930773;2007-05-22T38:32:53Z;-5,878545;105,724529;211,542;565,4808;0;0;No Data;No Data
1179930935;2007-05-22T38:35:35Z;-5,878106;105,728561;163,394;565,93;0;0;No Data;No Data
1179931039;2007-05-22T38:37:19Z;-5,879395;105,730835;53,585;566,2199;0;0;No Data;No Data
1179931134;2007-05-22T38:38:54Z;-5,881670;105,730204;96,379;566,4827;0;0;No Data;No Data
1179931256;2007-05-22T38:40:56Z;-5,882657;105,727301;125,275;566,8224;0;0;No Data;No Data
1179931351;2007-05-22T38:42:31Z;-5,883183;105,724989;147,925;567,085;0;0;No Data;No Data
1179931504;2007-05-22T38:45:04Z;-5,884821;105,721500;150,821;567,5123;0;0;No Data;No Data
1179931643;2007-05-22T38:47:23Z;-5,888276;105,721413;117,442;567,8971;0;0;No Data;No Data
1179931728;2007-05-22T38:48:48Z;-5,890020;105,720215;90,736;568,1323;0;0;No Data;No Data
1179931905;2007-05-22T38:51:45Z;-5,894049;105,718382;26,216;568,6247;0;0;No Data;No Data
1179932029;2007-05-22T38:53:49Z;-5,895262;105,721233;24,757;568,9682;0;0;No Data;No Data
1179932191;2007-05-22T38:56:31Z;-5,895920;105,725251;4,574;569,4192;0;0;No Data;No Data
1179932237;2007-05-22T38:57:17Z;-5,897077;105,725222;8,435;569,5481;0;0;No Data;No Data
1179932340;2007-05-22T38:59:00Z;-5,898170;105,722891;30,302;569,8334;0;0;No Data;No Data
1179932470;2007-05-22T39:01:10Z;-5,900408;105,720531;26,556;570,1945;0;0;No Data;No Data
1179932521;2007-05-22T39:02:01Z;-5,901569;105,721079;7,244;570,3373;0;0;No Data;No Data
1179932624;2007-05-22T39:03:44Z;-5,900477;105,723411;40,314;570,6228;0;0;No Data;No Data
1179932771;2007-05-22T39:06:11Z;-5,897664;105,725784;12,835;571,0316;0;0;No Data;No Data
1179932957;2007-05-22T39:09:17Z;-5,893683;105,728185;19,168;571,5485;0;0;No Data;No Data
1179933008;2007-05-22T39:10:08Z;-5,892564;105,728789;7,889;571,6899;0;0;No Data;No Data
1179933139;2007-05-22T39:12:19Z;-5,890176;105,726543;65,707;572,0539;0;0;No Data;No Data
1179933359;2007-05-22T39:15:59Z;-5,884941;105,724945;117,351;572,663;0;0;No Data;No Data
1179933618;2007-05-22T39:20:18Z;-5,878536;105,723955;205,619;573,3844;0;0;No Data;No Data
1179933713;2007-05-22T39:21:53Z;-5,876235;105,723437;202,216;573,6469;0;0;No Data;No Data
1179933829;2007-05-22T39:23:49Z;-5,873401;105,724080;162,682;573,9703;0;0;No Data;No Data
1179934068;2007-05-22T39:27:48Z;-5,871857;105,729862;154,903;574,6334;0;0;No Data;No Data
1179934276;2007-05-22T39:31:16Z;-5,871500;105,735060;37,387;575,2105;0;0;No Data;No Data
1179934576;2007-05-22T39:36:16Z;-5,875679;105,741298;13,58;576,0435;0;0;No Data;No Data
1179935038;2007-05-22T39:43:58Z;-5,870778;105,751790;1,548;577,3272;0;0;No Data;No Data
1179935290;2007-05-22T39:48:10Z;-5,870619;105,745453;24,621;578,0291;0;0;No Data;No Data
1179935414;2007-05-22T39:50:14Z;-5,869395;105,742599;38,778;578,3732;0;0;No Data;No Data
1179935743;2007-05-22T39:55:43Z;-5,872649;105,735033;35,708;579,2861;0;0;No Data;No Data
1179935835;2007-05-22T39:57:15Z;-5,872541;105,732725;135,397;579,542;0;0;No Data;No Data
1179936111;2007-05-22T40:01:51Z;-5,867529;105,737455;31,262;580,3073;0;0;No Data;No Data
1179936264;2007-05-22T40:04:24Z;-5,865893;105,740947;30,064;580,7348;0;0;No Data;No Data
1179936490;2007-05-22T40:08:10Z;-5,863729;105,746180;51,2;581,3624;0;0;No Data;No Data
1179936588;2007-05-22T40:09:48Z;-5,862049;105,747944;57,407;581,6329;0;0;No Data;No Data
1179936996;2007-05-22T40:16:36Z;-5,854205;105,754479;38,918;582,7671;0;0;No Data;No Data
1179937337;2007-05-22T40:22:17Z;-5,848641;105,760961;15,761;583,7153;0;0;No Data;No Data
1179937565;2007-05-22T40:26:05Z;-5,844733;105,765096;8,083;584,347;0;0;No Data;No Data
1179937659;2007-05-22T40:27:39Z;-5,842457;105,765732;4,949;584,6099;0;0;No Data;No Data
1179937762;2007-05-22T40:29:22Z;-5,840194;105,766939;1,126;584,8951;0;0;No Data;No Data
1179938041;2007-05-22T40:34:01Z;-5,833335;105,768152;170,574;585,6704;0;0;No Data;No Data
1179938324;2007-05-22T40:38:44Z;-5,826433;105,766683;12,983;586,4558;0;0;No Data;No Data
1179938852;2007-05-22T40:47:32Z;-5,813260;105,767009;29,286;587,9227;0;0;No Data;No Data
1179939311;2007-05-22T40:55:11Z;-5,801807;105,767284;9,222;589,198;0;0;No Data;No Data
1179939449;2007-05-22T40:57:29Z;-5,798371;105,767368;38,926;589,5806;0;0;No Data;No Data
1179939773;2007-05-22T41:02:53Z;-5,790333;105,766404;86,49;590,4817;0;0;No Data;No Data
1179939868;2007-05-22T41:04:28Z;-5,788033;105,765881;34,498;590,7442;0;0;No Data;No Data
1179940258;2007-05-22T41:10:58Z;-5,778301;105,765531;46,309;591,8283;0;0;No Data;No Data
1179940603;2007-05-22T41:16:43Z;-5,769724;105,766318;24,901;592,7871;0;0;No Data;No Data
1179940945;2007-05-22T41:22:25Z;-5,761755;105,769405;19,839;593,7379;0;0;No Data;No Data
1179941093;2007-05-22T41:24:53Z;-5,758934;105,771784;8,769;594,1479;0;0;No Data;No Data
1179941321;2007-05-22T41:28:41Z;-5,755005;105,775922;8,751;594,7815;0;0;No Data;No Data
1179941602;2007-05-22T41:33:22Z;-5,751129;105,781780;4,97;595,5608;0;0;No Data;No Data
1179813621;2007-05-22T06:00:214577Z;-5,763667;105,778592;5,127;597,0007;0;0;No Data;No Data
1179813621;2007-05-22T06:00:214414Z;-5,767679;105,777906;18,882;597,4538;0;0;No Data;No Data
1179813621;2007-05-22T06:00:213961Z;-5,777884;105,773045;14,148;598,7111;0;0;No Data;No Data
1179813621;2007-05-22T06:00:213712Z;-5,782958;105,769463;21,835;599,4014;0;0;No Data;No Data
1179813621;2007-05-22T06:00:213610Z;-5,785222;105,768255;21,385;599,6868;0;0;No Data;No Data
1179813621;2007-05-22T06:00:213379Z;-5,790933;105,767542;73,397;600,3275;0;0;No Data;No Data
1179813621;2007-05-22T06:00:213212Z;-5,794963;105,768602;34,34;600,7914;0;0;No Data;No Data
1179813621;2007-05-22T06:00:212832Z;-5,803652;105,772419;5,7;601,8472;0;0;No Data;No Data
1179813621;2007-05-22T06:00:212474Z;-5,810096;105,778616;3,116;602,8402;0;0;No Data;No Data
1179813621;2007-05-22T06:00:212380Z;-5,809579;105,780932;9,201;603,1031;0;0;No Data;No Data
1179813621;2007-05-22T06:00:212080Z;-5,802148;105,781685;19,061;603,9345;0;0;No Data;No Data
1179813621;2007-05-22T06:00:211667Z;-5,791843;105,781928;10,726;605,082;0;0;No Data;No Data
1179813621;2007-05-22T06:00:211024Z;-5,775797;105,782327;6,397;606,8689;0;0;No Data;No Data
1179813621;2007-05-22T06:00:210676Z;-5,767179;105,781383;27,727;607,834;0;0;No Data;No Data
1179813621;2007-05-22T06:00:210531Z;-5,763714;105,780315;11,939;608,2374;0;0;No Data;No Data
1179813620;2007-05-22T06:00:209904Z;-5,757069;105,766074;8,957;609,9796;0;0;No Data;No Data
1179813620;2007-05-22T06:00:209421Z;-5,756226;105,753991;27,48;611,3212;0;0;No Data;No Data
1179813620;2007-05-22T06:00:208985Z;-5,755974;105,743054;38,226;612,533;0;0;No Data;No Data
1179813620;2007-05-22T06:00:208753Z;-5,761705;105,742335;54,159;613,1761;0;0;No Data;No Data
1179813620;2007-05-22T06:00:208402Z;-5,770346;105,743848;61,447;614,1526;0;0;No Data;No Data
1179813620;2007-05-22T06:00:208257Z;-5,773809;105,744914;51,858;614,5559;0;0;No Data;No Data
1179813620;2007-05-22T06:00:207630Z;-5,789318;105,746837;67,145;616,2957;0;0;No Data;No Data
1179813620;2007-05-22T06:00:206230Z;-5,824253;105,747115;131,804;620,1852;0;0;No Data;No Data
1179813620;2007-05-22T06:00:205680Z;-5,837967;105,746780;170,773;621,7125;0;0;No Data;No Data
1179813620;2007-05-22T06:00:205130Z;-5,851694;105,747021;134,373;623,241;0;0;No Data;No Data
1179813620;2007-05-22T06:00:205013Z;-5,854568;105,747528;162,569;623,5659;0;0;No Data;No Data
1179813620;2007-05-22T06:00:204655Z;-5,863245;105,749648;59,261;624,5601;0;0;No Data;No Data
1179813620;2007-05-22T06:00:204509Z;-5,866731;105,750730;29,816;624,9663;0;0;No Data;No Data
1179813620;2007-05-22T06:00:204196Z;-5,874132;105,748252;0,984;625,8348;0;0;No Data;No Data
1179813620;2007-05-22T06:00:203984Z;-5,877473;105,744138;0,1;626,423;0;0;No Data;No Data
1179813620;2007-05-22T06:00:203787Z;-5,873384;105,741353;55,414;626,9728;0;0;No Data;No Data
1179813620;2007-05-22T06:00:203602Z;-5,868788;105,741460;29,754;627,4846;0;0;No Data;No Data
1179813620;2007-05-22T06:00:203187Z;-5,858438;105,741689;127,428;628,6371;0;0;No Data;No Data
1179813620;2007-05-22T06:00:202867Z;-5,850443;105,741889;90,523;629,5274;0;0;No Data;No Data
1179813620;2007-05-22T06:00:202267Z;-5,840408;105,753048;147,619;631,1934;0;0;No Data;No Data
1179813620;2007-05-22T06:00:201602Z;-5,829268;105,765433;29,257;633,0426;0;0;No Data;No Data
1179813620;2007-05-22T06:00:201222Z;-5,820160;105,767994;14,222;634,0955;0;0;No Data;No Data
1179813620;2007-05-22T06:00:201016Z;-5,815006;105,768119;16,282;634,6695;0;0;No Data;No Data
1179813620;2007-05-22T06:00:200564Z;-5,804588;105,763761;14,531;635,9257;0;0;No Data;No Data
1179813620;2007-05-22T06:00:200051Z;-5,793022;105,758261;75,981;637,3501;0;0;No Data;No Data
1179813619;2007-05-22T06:00:199866Z;-5,788978;105,756045;58,856;637,8628;0;0;No Data;No Data
1179813619;2007-05-22T06:00:199487Z;-5,779745;105,753981;55,731;638,9157;0;0;No Data;No Data
1179813619;2007-05-22T06:00:199212Z;-5,772885;105,754145;30,359;639,6796;0;0;No Data;No Data
1179813619;2007-05-22T06:00:199115Z;-5,771204;105,755915;24,317;639,9506;0;0;No Data;No Data
1179813619;2007-05-22T06:00:198632Z;-5,783248;105,756190;72,61;641,2919;0;0;No Data;No Data
1179813619;2007-05-22T06:00:198035Z;-5,798122;105,755831;58,76;642,9483;0;0;No Data;No Data
1179813619;2007-05-22T06:00:197643Z;-5,807827;105,754436;61,296;644,0398;0;0;No Data;No Data
1179813619;2007-05-22T06:00:196730Z;-5,830024;105,749294;94,811;646,5758;0;0;No Data;No Data
1179813619;2007-05-22T06:00:196201Z;-5,843135;105,747801;159,054;648,0449;0;0;No Data;No Data
1179813619;2007-05-22T06:00:195483Z;-5,860172;105,742225;82,721;650,0397;0;0;No Data;No Data
1179813619;2007-05-22T06:00:195315Z;-5,864167;105,740986;66,904;650,5052;0;0;No Data;No Data
1179813619;2007-05-22T06:00:195223Z;-5,864109;105,738685;66,763;650,7601;0;0;No Data;No Data
1179813619;2007-05-22T06:00:194832Z;-5,855394;105,734288;128,554;651,8457;0;0;No Data;No Data
1179813619;2007-05-22T06:00:194738Z;-5,853091;105,733768;151,098;652,1084;0;0;No Data;No Data
1179813619;2007-05-22T06:00:194437Z;-5,845641;105,732802;127,653;652,9446;0;0;No Data;No Data
1179813619;2007-05-22T06:00:193910Z;-5,832495;105,733123;110,815;654,4085;0;0;No Data;No Data
1179813619;2007-05-22T06:00:193268Z;-5,816480;105,732935;153,538;656,1915;0;0;No Data;No Data
1179813619;2007-05-22T06:00:192374Z;-5,794171;105,733482;130,858;658,6758;0;0;No Data;No Data
1179813619;2007-05-22T06:00:191731Z;-5,778145;105,733873;84,009;660,4605;0;0;No Data;No Data
1179813619;2007-05-22T06:00:191338Z;-5,768422;105,735263;62,61;661,5538;0;0;No Data;No Data
1179813619;2007-05-22T06:00:191192Z;-5,765007;105,736498;49,457;661,9578;0;0;No Data;No Data
1179813619;2007-05-22T06:00:190880Z;-5,772513;105,738616;73,814;662,8259;0;0;No Data;No Data
1179813618;2007-05-22T06:00:189984Z;-5,794842;105,738069;78,522;665,3126;0;0;No Data;No Data
1179813618;2007-05-22T06:00:189026Z;-5,818195;105,732893;162,086;667,975;0;0;No Data;No Data
1179813618;2007-05-22T06:00:188830Z;-5,822725;105,731059;169,847;668,5187;0;0;No Data;No Data
1179813618;2007-05-22T06:00:187698Z;-5,848784;105,720070;83,523;671,6649;0;0;No Data;No Data
1179813618;2007-05-22T06:00:187574Z;-5,851618;105,718850;76,891;672,0082;0;0;No Data;No Data
1179813618;2007-05-22T06:00:186766Z;-5,870385;105,711467;0,0;674,2518;0;0;No Data;No Data
1179813618;2007-05-22T06:00:186333Z;-5,879413;105,705484;0,0;675,4556;0;0;No Data;No Data
1179813618;2007-05-22T06:00:186103Z;-5,873683;105,705624;0,0;676,0936;0;0;No Data;No Data
1179813618;2007-05-22T06:00:185907Z;-5,869142;105,707464;0,0;676,6386;0;0;No Data;No Data
1179813618;2007-05-22T06:00:185098Z;-5,850357;105,714863;129,815;678,8847;0;0;No Data;No Data
1179813618;2007-05-22T06:00:184294Z;-5,831660;105,722218;120,036;681,1199;0;0;No Data;No Data
1179813618;2007-05-22T06:00:183491Z;-5,811699;105,723860;214,81;683,3495;0;0;No Data;No Data
1179813618;2007-05-22T06:00:183308Z;-5,807131;105,723971;191,489;683,8582;0;0;No Data;No Data
1179813618;2007-05-22T06:00:182365Z;-5,783614;105,723385;87,31;686,4771;0;0;No Data;No Data
1179813618;2007-05-22T06:00:182020Z;-5,775010;105,723019;90,96;687,4358;0;0;No Data;No Data
1179813618;2007-05-22T06:00:181928Z;-5,772718;105,723074;88,284;687,691;0;0;No Data;No Data
1179813618;2007-05-22T06:00:181698Z;-5,766986;105,723212;55,27;688,3293;0;0;No Data;No Data
1179813618;2007-05-22T06:00:181491Z;-5,761855;105,723913;54,149;688,9057;0;0;No Data;No Data
1179813618;2007-05-22T06:00:181330Z;-5,757834;105,724010;63,057;689,3534;0;0;No Data;No Data
1179813618;2007-05-22T06:00:180545Z;-5,775998;105,716665;64,603;691,5332;0;0;No Data;No Data
1179813618;2007-05-22T06:00:180186Z;-5,783922;105,712448;66,618;692,5314;0;0;No Data;No Data
1179813618;2007-05-22T06:00:180083Z;-5,786187;105,711244;68,443;692,8166;0;0;No Data;No Data
1179813617;2007-05-22T06:00:179498Z;-5,800421;105,708025;95,961;694,441;0;0;No Data;No Data
1179813617;2007-05-22T06:00:179057Z;-5,811252;105,706045;128,688;695,6666;0;0;No Data;No Data
1179813617;2007-05-22T06:00:178810Z;-5,816913;105,703610;148,446;696,3522;0;0;No Data;No Data
1179813617;2007-05-22T06:00:178158Z;-5,832219;105,698065;118,142;698,1635;0;0;No Data;No Data
1179813617;2007-05-22T06:00:177833Z;-5,840211;105,696670;50,647;699,0666;0;0;No Data;No Data
1179813617;2007-05-22T06:00:177764Z;-5,840172;105,694936;33,727;699,2586;0;0;No Data;No Data
1179813617;2007-05-22T06:00:177601Z;-5,836144;105,694485;129,763;699,7097;0;0;No Data;No Data
1179813617;2007-05-22T06:00:176889Z;-5,818388;105,693789;94,048;701,6879;0;0;No Data;No Data
1179813617;2007-05-22T06:00:176729Z;-5,814394;105,693906;106,323;702,1327;0;0;No Data;No Data
1179813617;2007-05-22T06:00:175560Z;-5,785234;105,693476;117,917;705,3794;0;0;No Data;No Data
1179813617;2007-05-22T06:00:175142Z;-5,774895;105,691996;135,845;706,542;0;0;No Data;No Data
1179813617;2007-05-22T06:00:174728Z;-5,764559;105,692219;105,573;707,6929;0;0;No Data;No Data
1179813617;2007-05-22T06:00:174499Z;-5,758855;105,692366;109,009;708,3281;0;0;No Data;No Data
1179813617;2007-05-22T06:00:174354Z;-5,762250;105,691129;115,575;708,7302;0;0;No Data;No Data
1179813617;2007-05-22T06:00:172723Z;-5,797515;105,670695;691,551;713,2619;0;0;No Data;No Data
1179813617;2007-05-22T06:00:172017Z;-5,812515;105,661423;348,305;715,2223;0;0;No Data;No Data
1179813617;2007-05-22T06:00:171031Z;-5,830945;105,645048;20,041;717,9607;0;0;No Data;No Data
1179813617;2007-05-22T06:00:170359Z;-5,843872;105,634316;0,0;719,8272;0;0;No Data;No Data
1179813617;2007-05-22T06:00:170147Z;-5,847212;105,630199;0,0;720,4156;0;0;No Data;No Data
1179813616;2007-05-22T06:00:169412Z;-5,828877;105,630937;172,881;722,4584;0;0;No Data;No Data
1179813616;2007-05-22T06:00:169092Z;-5,820902;105,631411;327,907;723,3477;0;0;No Data;No Data
1179813616;2007-05-22T06:00:168139Z;-5,797208;105,633219;749,123;725,9931;0;0;No Data;No Data
1179813616;2007-05-22T06:00:167756Z;-5,787762;105,631714;1039,045;727,0577;0;0;No Data;No Data
1179813616;2007-05-22T06:00:167330Z;-5,777580;105,628623;1196,236;728,2417;0;0;No Data;No Data
1179813616;2007-05-22T06:00:167201Z;-5,774631;105,627355;996,696;728,5987;0;0;No Data;No Data
1179813616;2007-05-22T06:00:166689Z;-5,762828;105,622423;628,551;730,0217;0;0;No Data;No Data
1179813616;2007-05-22T06:00:166571Z;-5,759873;105,622309;513,625;730,3508;0;0;No Data;No Data
1179813616;2007-05-22T06:00:166106Z;-5,748681;105,619270;175,856;731,6414;0;0;No Data;No Data
1179813616;2007-05-22T06:00:166059Z;-5,749847;105,619277;183,725;731,7713;0;0;No Data;No Data
1179813616;2007-05-22T06:00:165081Z;-5,772643;105,610529;534,194;734,488;0;0;No Data;No Data
1179813616;2007-05-22T06:00:164826Z;-5,778235;105,607481;465,004;735,1962;0;0;No Data;No Data
1179813616;2007-05-22T06:00:164710Z;-5,781040;105,606781;438,788;735,5181;0;0;No Data;No Data
1179813616;2007-05-22T06:00:164273Z;-5,791706;105,604467;254,069;736,733;0;0;No Data;No Data
1179813616;2007-05-22T06:00:163649Z;-5,806358;105,599133;87,817;738,4679;0;0;No Data;No Data
1179813616;2007-05-22T06:00:163182Z;-5,817117;105,594710;2,258;739,762;0;0;No Data;No Data
1179813616;2007-05-22T06:00:162993Z;-5,821667;105,593397;0,0;740,2891;0;0;No Data;No Data
1179813616;2007-05-22T06:00:162762Z;-5,815958;105,594165;0,0;740,9303;0;0;No Data;No Data
1179813616;2007-05-22T06:00:161998Z;-5,797808;105,599989;133,008;743,0514;0;0;No Data;No Data
1179813616;2007-05-22T06:00:161882Z;-5,794971;105,600666;150,026;743,3759;0;0;No Data;No Data
1179813616;2007-05-22T06:00:160949Z;-5,773131;105,608718;459,613;745,9657;0;0;No Data;No Data
1179813616;2007-05-22T06:00:160646Z;-5,765656;105,609837;360,991;746,807;0;0;No Data;No Data
1179813616;2007-05-22T06:00:160320Z;-5,757603;105,611002;271,354;747,7127;0;0;No Data;No Data
1179813615;2007-05-22T06:00:159857Z;-5,746077;105,611674;133,736;748,998;0;0;No Data;No Data
1179813615;2007-05-22T06:00:159740Z;-5,743201;105,612275;108,287;749,325;0;0;No Data;No Data
1179813615;2007-05-22T06:00:158663Z;-5,766307;105,598464;133,622;752,3179;0;0;No Data;No Data
1179813615;2007-05-22T06:00:158241Z;-5,775960;105,594284;161,194;753,4881;0;0;No Data;No Data
1179813615;2007-05-22T06:00:157840Z;-5,784970;105,589929;73,691;754,6011;0;0;No Data;No Data
1179813615;2007-05-22T06:00:157695Z;-5,788355;105,588633;89,864;755,0044;0;0;No Data;No Data
1179813615;2007-05-22T06:00:157209Z;-5,776412;105,590731;116,025;756,3541;0;0;No Data;No Data
1179813615;2007-05-22T06:00:156491Z;-5,759370;105,596296;151,15;758,3489;0;0;No Data;No Data
1179813615;2007-05-22T06:00:156307Z;-5,754842;105,597043;155,099;758,8596;0;0;No Data;No Data
1179813615;2007-05-22T06:00:156099Z;-5,749676;105,597684;148,377;759,4391;0;0;No Data;No Data
1179813615;2007-05-22T06:00:155866Z;-5,743876;105,597700;74,978;760,0848;0;0;No Data;No Data
1179813615;2007-05-22T06:00:155352Z;-5,756475;105,595202;113,782;761,5145;0;0;No Data;No Data
1179813615;2007-05-22T06:00:154677Z;-5,772346;105,589590;89,003;763,3876;0;0;No Data;No Data
1179813615;2007-05-22T06:00:154254Z;-5,782589;105,587039;62,348;764,5624;0;0;No Data;No Data
1179813615;2007-05-22T06:00:154186Z;-5,784301;105,586984;60,719;764,7532;0;0;No Data;No Data
1179813615;2007-05-22T06:00:153835Z;-5,775774;105,588956;104,212;765,7273;0;0;No Data;No Data
1179813615;2007-05-22T06:00:153674Z;-5,771757;105,589021;83,248;766,1745;0;0;No Data;No Data
1179813615;2007-05-22T06:00:153376Z;-5,764318;105,589205;63,797;767,0029;0;0;No Data;No Data
1179813615;2007-05-22T06:00:153190Z;-5,759690;105,589214;38,502;767,5181;0;0;No Data;No Data
1179813615;2007-05-22T06:00:152983Z;-5,754513;105,589298;26,226;768,0944;0;0;No Data;No Data
1179813615;2007-05-22T06:00:152683Z;-5,762008;105,589217;54,991;768,9289;0;0;No Data;No Data
1179813615;2007-05-22T06:00:152475Z;-5,767179;105,589134;71,953;769,5047;0;0;No Data;No Data
1179813615;2007-05-22T06:00:152383Z;-5,769468;105,589079;76,104;769,7596;0;0;No Data;No Data
1179813615;2007-05-22T06:00:151832Z;-5,783219;105,588799;76,654;771,2908;0;0;No Data;No Data
1179813615;2007-05-22T06:00:151809Z;-5,783789;105,588781;74,218;771,3544;0;0;No Data;No Data
1179813615;2007-05-22T06:00:151258Z;-5,770040;105,589064;80,408;772,8853;0;0;No Data;No Data
1179813615;2007-05-22T06:00:150959Z;-5,762604;105,589797;57,993;773,7171;0;0;No Data;No Data
1179813615;2007-05-22T06:00:150864Z;-5,760302;105,590375;41,522;773,9812;0;0;No Data;No Data
1179813615;2007-05-22T06:00:150693Z;-5,764388;105,591535;72,444;774,454;0;0;No Data;No Data
1179813614;2007-05-22T06:00:149809Z;-5,785773;105,597007;203,274;776,9108;0;0;No Data;No Data
1179813614;2007-05-22T06:00:149318Z;-5,797277;105,601204;144,815;778,2733;0;0;No Data;No Data
1179813614;2007-05-22T06:00:149120Z;-5,801913;105,602922;222,924;778,8235;0;0;No Data;No Data
1179813614;2007-05-22T06:00:149052Z;-5,803619;105,602842;199,823;779,0137;0;0;No Data;No Data
1179813614;2007-05-22T06:00:148935Z;-5,806445;105,602111;128,328;779,3386;0;0;No Data;No Data
1179813614;2007-05-22T06:00:148431Z;-5,793881;105,601935;163,858;780,7374;0;0;No Data;No Data
1179813614;2007-05-22T06:00:147181Z;-5,763284;105,608081;313,79;784,211;0;0;No Data;No Data
1179813614;2007-05-22T06:00:146972Z;-5,758098;105,608661;266,238;784,7919;0;0;No Data;No Data
